SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,MISTEM_NAME,MISTEM_CODE,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"20 - 21 School Year","82","Wayne RESA","82130","Romulus Community Schools","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","2398","1252","1146","5","16","1668","109","0","484","116","48","169","191","171","161","204","196","169","166","166","156","180","202","246","1753","376","34"
"20 - 21 School Year","82","Wayne RESA","82748","Rutherford Winans Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Large","Wayne Region","         3","187","96","91","0","0","184","3","0","0","0","0","12","31","24","35","23","26","23","13","0","0","0","0","0","184","15","<10"
"20 - 21 School Year","82","Wayne RESA","82770","Sigma Academy for Leadership and Early Middle College","","All Buildings","82","Wayne","PSA District","Elem thru High School","Not Specified","Wayne Region","         3","25","17","8","0","0","25","0","0","0","0","0","4","0","1","2","1","1","1","1","2","5","7","0","0","25","<10","<10"
"20 - 21 School Year","82","Wayne RESA","82729","South Canton Scholars Charter Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","Wayne Region","         3","791","401","390","3","234","221","28","1","234","70","0","113","87","87","87","87","87","85","81","77","0","0","0","0","305","55","162"
"20 - 21 School Year","82","Wayne RESA","82140","South Redford School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","3162","1668","1494","7","17","2406","119","2","408","203","0","196","246","211","199","208","194","238","235","274","310","260","317","258","2160","438","61"
"20 - 21 School Year","82","Wayne RESA","82405","Southgate Community School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","3219","1688","1531","16","37","337","392","4","2364","69","41","210","222","183","169","199","216","222","236","290","271","279","342","365","1610","634","128"
"20 - 21 School Year","82","Wayne RESA","82941","Star International Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","1757","841","916","0","42","97","10","0","1601","7","0","151","148","135","166","138","148","153","162","155","117","103","94","87","1635","107","927"
"20 - 21 School Year","82","Wayne RESA","82938","Summit Academy North","","All Buildings","82","Wayne","PSA District","Elem thru High School","Rural: Fringe","Wayne Region","         3","1709","856","853","5","27","945","119","1","569","43","0","96","112","89","111","136","106","123","146","145","193","166","165","121","1141","246","84"
"20 - 21 School Year","82","Wayne RESA","82995","Taylor Exemplar Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Small","Wayne Region","         3","772","399","373","1","24","368","70","1","230","78","0","101","83","89","82","89","82","85","83","78","0","0","0","0","559","82","33"
"20 - 21 School Year","82","Wayne RESA","82756","Taylor Preparatory High School","","All Buildings","82","Wayne","PSA District","High School","City: Small","Wayne Region","         3","438","198","240","1","3","184","51","1","162","36","59","0","0","0","0","0","0","0","0","0","153","101","97","87","282","53","25"
"20 - 21 School Year","82","Wayne RESA","82150","Taylor School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","City: Small","Wayne Region","         3","5721","3011","2710","17","90","1697","567","0","2946","404","0","407","512","475","414","428","398","408","461","447","589","442","365","333","4916","1384","281"
"20 - 21 School Year","82","Wayne RESA","82928","The Dearborn Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Small","Wayne Region","         3","490","230","260","0","1","63","155","0","271","0","0","43","46","63","59","42","55","62","58","62","0","0","0","0","479","42","322"
"20 - 21 School Year","82","Wayne RESA","82706","The James and Grace Lee Boggs School","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Large","Wayne Region","         3","155","84","71","0","1","90","7","0","32","25","0","18","18","17","13","15","19","21","16","18","0","0","0","0","99","22","<10"
"20 - 21 School Year","82","Wayne RESA","82754","Tipton Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","Wayne Region","         3","456","221","235","0","2","179","29","0","213","33","0","75","71","59","48","39","42","45","48","29","0","0","0","0","308","50","11"
"20 - 21 School Year","82","Wayne RESA","82155","Trenton Public Schools","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","2390","1272","1118","6","34","43","154","0","2086","67","0","154","176","167","146","168","169","142","188","224","202","208","218","214","631","395","40"
"20 - 21 School Year","82","Wayne RESA","82973","Trillium Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Small","Wayne Region","         3","606","305","301","1","19","205","70","2","293","16","0","42","55","47","45","39","55","53","56","48","51","38","40","37","440","83","24"
"20 - 21 School Year","82","Wayne RESA","82950","Universal Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","686","356","330","0","0","12","19","0","655","0","0","41","50","53","55","55","52","48","53","53","58","61","58","49","684","43","501"
"20 - 21 School Year","82","Wayne RESA","82982","Universal Learning Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","764","357","407","0","14","68","5","0","662","15","0","61","60","65","69","62","64","65","67","59","64","51","41","36","704","53","455"
"20 - 21 School Year","82","Wayne RESA","82702","University Preparatory Academy (PSAD)","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","1851","882","969","1","6","1789","3","0","11","41","0","134","142","157","156","158","143","108","149","148","156","148","120","132","1215","225","<10"
"20 - 21 School Year","82","Wayne RESA","82703","University Preparatory Art & Design","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","1272","626","646","0","1","1246","9","1","2","13","0","58","74","69","64","71","67","122","113","130","134","128","126","116","854","131","<10"
"20 - 21 School Year","82","Wayne RESA","82701","University Preparatory Science and Math (PSAD)","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","1531","817","714","5","3","1476","8","1","14","24","0","70","81","87","92","89","95","146","181","185","147","136","110","112","938","110","<10"
"20 - 21 School Year","82","Wayne RESA","82724","University Yes Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","462","226","236","0","0","456","0","0","1","5","0","26","50","51","48","48","47","52","68","72","0","0","0","0","462","35","<10"
"20 - 21 School Year","82","Wayne RESA","82430","Van Buren Public Schools","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","4345","2257","2088","14","40","1863","201","4","2023","200","21","244","285","285","288","256","253","272","317","351","474","481","437","354","2230","685","126"
"20 - 21 School Year","82","Wayne RESA","82716","Vista Meadows Academy","","All Buildings","82","Wayne","PSA District","High School","Suburb: Large","Wayne Region","         3","90","37","53","0","0","79","2","0","7","2","0","0","0","0","0","0","0","0","0","0","31","25","12","22","90","26","<10"
"20 - 21 School Year","82","Wayne RESA","82940","Voyageur Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","1096","535","561","2","1","844","204","1","31","13","0","48","72","72","74","79","83","84","91","82","96","115","98","102","1083","83","135"
"20 - 21 School Year","82","Wayne RESA","82746","W-A-Y Academy","","All Buildings","82","Wayne","PSA District","Middle_High School","City: Large","Wayne Region","         3","261","134","127","1","0","152","86","0","21","1","0","0","0","0","0","0","0","3","14","20","77","75","40","32","261","24","73"
"20 - 21 School Year","82","Wayne RESA","82970","Warrendale Charter Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Large","Wayne Region","         3","779","383","396","1","1","723","25","0","3","26","0","96","114","93","91","85","85","80","74","61","0","0","0","0","761","68","23"
"20 - 21 School Year","82","Wayne RESA","82719","Washington-Parks Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","Wayne Region","         3","1714","857","857","7","3","1690","6","2","3","3","0","126","196","171","148","152","135","164","181","170","185","65","21","0","1712","130","<10"
"20 - 21 School Year","82","Wayne RESA","82710","WAY Michigan","","All Buildings","82","Wayne","PSA District","Middle_High School","City: Large","Wayne Region","         3","191","107","84","0","2","54","18","0","116","1","0","0","0","0","0","0","0","9","14","24","49","38","38","19","163","25","<10"
"20 - 21 School Year","82","Wayne RESA","82000","Wayne RESA  - District created from ISD","","All Buildings","82","Wayne","ISD District","Elem thru High School","Suburb: Large","Wayne Region","         3","3681","1834","1847","8","122","1598","377","1","1520","55","0","0","0","0","1","3","1","1","4","2","1","2","5","2","2887","36","<10"
"20 - 21 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","9688","4952","4736","36","134","3401","665","7","5004","441","0","582","722","692","705","687","646","699","698","728","776","858","792","751","6607","1794","358"
"20 - 21 School Year","82","Wayne RESA","82959","West Village Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Small","Wayne Region","         3","353","175","178","2","2","297","14","0","36","2","0","29","35","42","25","50","42","36","54","40","0","0","0","0","266","43","11"
"20 - 21 School Year","82","Wayne RESA","82766","Westfield Charter Academy","","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","1156","573","583","7","1","1029","21","0","28","70","113","109","91","83","79","90","76","90","85","97","232","124","0","0","959","131","<10"
"20 - 21 School Year","82","Wayne RESA","82943","Weston Preparatory Academy","","All Buildings","82","Wayne","PSA District","Elem_Middle School","City: Large","Wayne Region","         3","272","131","141","1","0","269","1","0","0","1","0","23","25","23","27","30","28","34","39","43","0","0","0","0","271","31","<10"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","1534","793","741","4","2","1177","53","0","259","39","0","80","126","124","122","131","119","111","106","106","172","124","120","87","1248","257","70"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","5522","2836","2686","12","371","776","522","5","3590","246","136","390","391","391","400","378","383","403","414","415","441","404","457","461","2468","920","265"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","4619","2467","2152","30","20","279","613","16","3505","156","0","317","287","344","287","290","299","350","317","399","397","376","363","380","2333","1102","114"
