system,system_name,school,school_name,subgroup,exit_denom,n_exit,pct_exit,growth_standard_denom,n_met_growth_standard,pct_met_growth_standard,literacy_average,composite_average
470,Knox County,260,Shannondale Elementary,All Students,4,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,Black/Hispanic/Native American,3,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,English Learners,4,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,Hispanic,3,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,Non-Economically Disadvantaged,4,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,Non-Students with Disabilities,4,*,*,2,*,*,*,*
470,Knox County,260,Shannondale Elementary,White,1,*,*,0,*,*,*,*
470,Knox County,265,South Knox Elementary,All Students,4,*,*,1,*,*,*,*
470,Knox County,265,South Knox Elementary,Asian,1,*,*,1,*,*,*,*
470,Knox County,265,South Knox Elementary,Black/Hispanic/Native American,3,*,*,0,*,*,*,*
470,Knox County,265,South Knox Elementary,Economically Disadvantaged,3,*,*,0,*,*,*,*
470,Knox County,265,South Knox Elementary,English Learners,4,*,*,1,*,*,*,*
470,Knox County,265,South Knox Elementary,Hispanic,3,*,*,0,*,*,*,*
470,Knox County,265,South Knox Elementary,Non-Economically Disadvantaged,1,*,*,1,*,*,*,*
470,Knox County,265,South Knox Elementary,Non-Students with Disabilities,3,*,*,1,*,*,*,*
470,Knox County,265,South Knox Elementary,Students with Disabilities,1,*,*,0,*,*,*,*
470,Knox County,280,Spring Hill Elementary,All Students,63,13,20.6,41,27,65.9,3.2,3.4
470,Knox County,280,Spring Hill Elementary,American Indian or Alaska Native,1,*,*,1,*,*,*,*
470,Knox County,280,Spring Hill Elementary,Asian,5,*,*,3,*,*,*,*
470,Knox County,280,Spring Hill Elementary,Black or African American,3,*,*,0,*,*,*,*
470,Knox County,280,Spring Hill Elementary,Black/Hispanic/Native American,50,8,16,31,20,64.5,3,3.2
470,Knox County,280,Spring Hill Elementary,Economically Disadvantaged,30,8,26.7,18,11,61.1,3.3,3.6
470,Knox County,280,Spring Hill Elementary,English Learners,63,13,20.6,41,27,65.9,3.2,3.4
470,Knox County,280,Spring Hill Elementary,Hispanic,46,8,17.4,30,20,66.7,3,3.3
470,Knox County,280,Spring Hill Elementary,Non-Economically Disadvantaged,33,5,15.2,23,16,69.6,3,3.2
470,Knox County,280,Spring Hill Elementary,Non-Students with Disabilities,57,12,21.1,35,24,68.6,3.2,3.4
470,Knox County,280,Spring Hill Elementary,Students with Disabilities,6,*,*,6,*,*,*,*
470,Knox County,280,Spring Hill Elementary,White,6,*,*,5,*,*,*,*
470,Knox County,285,Sterchi Elementary,All Students,24,5,20.8,14,10,71.4,3.1,3.2
470,Knox County,285,Sterchi Elementary,Asian,2,*,*,1,*,*,*,*
470,Knox County,285,Sterchi Elementary,Black/Hispanic/Native American,18,4,22.2,12,8,66.7,3.1,3.2
470,Knox County,285,Sterchi Elementary,Economically Disadvantaged,8,*,*,6,*,*,*,*
470,Knox County,285,Sterchi Elementary,English Learners,24,5,20.8,14,10,71.4,3.1,3.2
470,Knox County,285,Sterchi Elementary,Hispanic,18,4,22.2,12,8,66.7,3.1,3.2
470,Knox County,285,Sterchi Elementary,Non-Economically Disadvantaged,16,3,18.8,8,*,*,2.9,2.9
470,Knox County,285,Sterchi Elementary,Non-Students with Disabilities,21,5,23.8,11,9,81.8,3.1,3.2
470,Knox County,285,Sterchi Elementary,Students with Disabilities,3,*,*,3,*,*,*,*
470,Knox County,285,Sterchi Elementary,White,3,*,*,1,*,*,*,*
470,Knox County,295,Vine Middle/Magnet,All Students,44,**,**,26,**,**,2.1,2.4
470,Knox County,295,Vine Middle/Magnet,Black or African American,35,**,**,18,1,5.6,2,2.2
470,Knox County,295,Vine Middle/Magnet,Black/Hispanic/Native American,44,**,**,26,**,**,2.1,2.4
470,Knox County,295,Vine Middle/Magnet,Economically Disadvantaged,38,**,**,24,**,**,2.1,2.4
470,Knox County,295,Vine Middle/Magnet,English Learners,44,**,**,26,**,**,2.1,2.4
470,Knox County,295,Vine Middle/Magnet,Hispanic,9,*,*,8,*,*,*,*
470,Knox County,295,Vine Middle/Magnet,Non-Economically Disadvantaged,6,*,*,2,*,*,*,*
470,Knox County,295,Vine Middle/Magnet,Non-Students with Disabilities,41,**,**,23,**,**,2.1,2.3
470,Knox County,295,Vine Middle/Magnet,Students with Disabilities,3,*,*,3,*,*,*,*
470,Knox County,300,West Haven Elementary,All Students,52,7,13.5,30,14,46.7,2.7,2.9
470,Knox County,300,West Haven Elementary,Black or African American,3,*,*,1,*,*,*,*
470,Knox County,300,West Haven Elementary,Black/Hispanic/Native American,49,7,14.3,28,13,46.4,2.7,2.8
470,Knox County,300,West Haven Elementary,Economically Disadvantaged,24,5,20.8,13,7,53.8,2.9,3.1
470,Knox County,300,West Haven Elementary,English Learners,52,7,13.5,30,14,46.7,2.7,2.9
470,Knox County,300,West Haven Elementary,Hispanic,46,6,13,27,12,44.4,2.6,2.8
470,Knox County,300,West Haven Elementary,Non-Economically Disadvantaged,28,2,7.1,17,7,41.2,2.6,2.7
470,Knox County,300,West Haven Elementary,Non-Students with Disabilities,48,7,14.6,26,13,50,2.8,2.9
470,Knox County,300,West Haven Elementary,Students with Disabilities,4,*,*,4,*,*,*,*
470,Knox County,300,West Haven Elementary,White,3,*,*,2,*,*,*,*
470,Knox County,305,West High School,All Students,59,14,23.7,43,14,32.6,3.4,3.3
470,Knox County,305,West High School,Asian,7,*,*,7,*,*,*,*
470,Knox County,305,West High School,Black or African American,10,2,20,7,*,*,3.2,3.2
470,Knox County,305,West High School,Black/Hispanic/Native American,45,8,17.8,32,9,28.1,3.2,3.1
470,Knox County,305,West High School,Economically Disadvantaged,16,2,12.5,14,4,28.6,3.2,3.1
470,Knox County,305,West High School,English Learners,59,14,23.7,43,14,32.6,3.4,3.3
470,Knox County,305,West High School,Hispanic,35,6,17.1,25,5,20,3.3,3.1
470,Knox County,305,West High School,Non-Economically Disadvantaged,43,12,27.9,29,10,34.5,3.5,3.4
470,Knox County,305,West High School,Non-Students with Disabilities,53,13,24.5,37,13,35.1,3.4,3.2
470,Knox County,305,West High School,Students with Disabilities,6,*,*,6,*,*,*,*
470,Knox County,305,West High School,White,6,*,*,4,*,*,*,*
470,Knox County,310,West Hills Elementary,All Students,73,20,27.4,54,38,70.4,3.3,3.5
470,Knox County,310,West Hills Elementary,Asian,7,*,*,1,*,*,*,*
470,Knox County,310,West Hills Elementary,Black or African American,7,*,*,6,*,*,*,*
470,Knox County,310,West Hills Elementary,Black/Hispanic/Native American,35,9,25.7,30,21,70,3.3,3.5
470,Knox County,310,West Hills Elementary,Economically Disadvantaged,37,9,24.3,35,24,68.6,3.5,3.6
470,Knox County,310,West Hills Elementary,English Learners,73,20,27.4,54,38,70.4,3.3,3.5
470,Knox County,310,West Hills Elementary,Hispanic,28,5,17.9,24,15,62.5,3.1,3.2
470,Knox County,310,West Hills Elementary,Native Hawaiian or Other Pacific Islander,1,*,*,1,*,*,*,*
470,Knox County,310,West Hills Elementary,Non-Economically Disadvantaged,36,11,30.6,19,14,73.7,3.2,3.3
470,Knox County,310,West Hills Elementary,Non-Students with Disabilities,67,20,29.9,50,38,76,3.5,3.6
470,Knox County,310,West Hills Elementary,Students with Disabilities,6,*,*,4,*,*,*,*
470,Knox County,310,West Hills Elementary,White,30,10,33.3,22,16,72.7,3.5,3.6
470,Knox County,313,West Valley Middle School,All Students,5,*,*,1,*,*,*,*
470,Knox County,313,West Valley Middle School,Asian,2,*,*,1,*,*,*,*
470,Knox County,313,West Valley Middle School,English Learners,5,*,*,1,*,*,*,*
470,Knox County,313,West Valley Middle School,Non-Economically Disadvantaged,5,*,*,1,*,*,*,*
470,Knox County,313,West Valley Middle School,Non-Students with Disabilities,4,*,*,1,*,*,*,*
470,Knox County,313,West Valley Middle School,Students with Disabilities,1,*,*,0,*,*,*,*
470,Knox County,313,West Valley Middle School,White,3,*,*,0,*,*,*,*
470,Knox County,315,West View Elementary,All Students,32,5,15.6,16,8,50,2.6,2.8
470,Knox County,315,West View Elementary,Black or African American,2,*,*,0,*,*,*,*
470,Knox County,315,West View Elementary,Black/Hispanic/Native American,31,5,16.1,16,8,50,2.6,2.8
470,Knox County,315,West View Elementary,Economically Disadvantaged,19,3,15.8,12,5,41.7,2.6,2.9
470,Knox County,315,West View Elementary,English Learners,32,5,15.6,16,8,50,2.6,2.8
470,Knox County,315,West View Elementary,Hispanic,29,5,17.2,16,8,50,2.7,2.9
470,Knox County,315,West View Elementary,Non-Economically Disadvantaged,13,2,15.4,4,*,*,2.6,2.5
470,Knox County,315,West View Elementary,Non-Students with Disabilities,26,5,19.2,10,7,70,2.6,2.7
470,Knox County,315,West View Elementary,Students with Disabilities,6,*,*,6,*,*,*,*
470,Knox County,315,West View Elementary,White,1,*,*,0,*,*,*,*
470,Knox County,320,Whittle Springs Middle School,All Students,49,**,**,38,6,15.8,2.4,2.6
470,Knox County,320,Whittle Springs Middle School,Black/Hispanic/Native American,48,**,**,38,6,15.8,2.4,2.6
470,Knox County,320,Whittle Springs Middle School,Economically Disadvantaged,17,**,**,15,3,20,2.9,3.1
470,Knox County,320,Whittle Springs Middle School,English Learners,49,**,**,38,6,15.8,2.4,2.6
470,Knox County,320,Whittle Springs Middle School,Hispanic,48,**,**,38,6,15.8,2.4,2.6
470,Knox County,320,Whittle Springs Middle School,Non-Economically Disadvantaged,32,**,**,23,3,13,2.1,2.3
470,Knox County,320,Whittle Springs Middle School,Non-Students with Disabilities,38,**,**,27,4,14.8,2.4,2.5
470,Knox County,320,Whittle Springs Middle School,Students with Disabilities,11,**,**,11,2,18.2,2.5,2.7
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,All Students,3,*,*,2,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Black/Hispanic/Native American,1,*,*,0,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,English Learners,3,*,*,2,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Hispanic,1,*,*,0,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Non-Economically Disadvantaged,3,*,*,2,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Non-Students with Disabilities,3,*,*,2,*,*,*,*
470,Knox County,336,Northshore Elementary School,All Students,11,5,45.5,6,*,*,3.5,3.8
470,Knox County,336,Northshore Elementary School,Asian,6,*,*,3,*,*,*,*
470,Knox County,336,Northshore Elementary School,Black/Hispanic/Native American,3,*,*,2,*,*,*,*
470,Knox County,336,Northshore Elementary School,English Learners,11,5,45.5,6,*,*,3.5,3.8
470,Knox County,336,Northshore Elementary School,Hispanic,3,*,*,2,*,*,*,*
470,Knox County,336,Northshore Elementary School,Non-Economically Disadvantaged,11,5,45.5,6,*,*,3.5,3.8
470,Knox County,336,Northshore Elementary School,Non-Students with Disabilities,11,5,45.5,6,*,*,3.5,3.8
470,Knox County,336,Northshore Elementary School,White,2,*,*,1,*,*,*,*
470,Knox County,350,Gibbs Middle School,All Students,2,*,*,2,*,*,*,*
470,Knox County,350,Gibbs Middle School,Black/Hispanic/Native American,2,*,*,2,*,*,*,*
470,Knox County,350,Gibbs Middle School,Economically Disadvantaged,1,*,*,1,*,*,*,*
470,Knox County,350,Gibbs Middle School,English Learners,2,*,*,2,*,*,*,*
470,Knox County,350,Gibbs Middle School,Hispanic,2,*,*,2,*,*,*,*
470,Knox County,350,Gibbs Middle School,Non-Economically Disadvantaged,1,*,*,1,*,*,*,*
470,Knox County,350,Gibbs Middle School,Non-Students with Disabilities,1,*,*,1,*,*,*,*
470,Knox County,350,Gibbs Middle School,Students with Disabilities,1,*,*,1,*,*,*,*
470,Knox County,355,Hardin Valley Middle School,All Students,16,2,12.5,10,**,**,3.1,3.2
470,Knox County,355,Hardin Valley Middle School,Asian,1,*,*,0,*,*,*,*
470,Knox County,355,Hardin Valley Middle School,Black/Hispanic/Native American,15,1,6.7,10,**,**,3,3.1
470,Knox County,355,Hardin Valley Middle School,Economically Disadvantaged,5,*,*,3,*,*,*,*
470,Knox County,355,Hardin Valley Middle School,English Learners,16,2,12.5,10,**,**,3.1,3.2
470,Knox County,355,Hardin Valley Middle School,Hispanic,15,1,6.7,10,**,**,3,3.1
470,Knox County,355,Hardin Valley Middle School,Non-Economically Disadvantaged,11,2,18.2,7,*,*,3.1,3.3
470,Knox County,355,Hardin Valley Middle School,Non-Students with Disabilities,12,2,16.7,6,*,*,2.9,3
470,Knox County,355,Hardin Valley Middle School,Students with Disabilities,4,*,*,4,*,*,*,*
470,Knox County,8001,Emerald Academy,All Students,11,**,**,8,*,*,2.7,2.9
470,Knox County,8001,Emerald Academy,Black or African American,3,*,*,3,*,*,*,*
470,Knox County,8001,Emerald Academy,Black/Hispanic/Native American,7,*,*,6,*,*,*,*
470,Knox County,8001,Emerald Academy,Economically Disadvantaged,6,*,*,5,*,*,*,*
470,Knox County,8001,Emerald Academy,English Learners,11,**,**,8,*,*,2.7,2.9
470,Knox County,8001,Emerald Academy,Hispanic,4,*,*,3,*,*,*,*
470,Knox County,8001,Emerald Academy,Non-Economically Disadvantaged,5,*,*,3,*,*,*,*
470,Knox County,8001,Emerald Academy,Non-Students with Disabilities,9,*,*,8,*,*,*,*
470,Knox County,8001,Emerald Academy,Students with Disabilities,2,*,*,0,*,*,*,*
470,Knox County,8001,Emerald Academy,White,4,*,*,2,*,*,*,*
480,Lake County,15,Margaret Newton Elementary,All Students,1,*,*,0,*,*,*,*
480,Lake County,15,Margaret Newton Elementary,Asian,1,*,*,0,*,*,*,*
480,Lake County,15,Margaret Newton Elementary,English Learners,1,*,*,0,*,*,*,*
480,Lake County,15,Margaret Newton Elementary,Non-Economically Disadvantaged,1,*,*,0,*,*,*,*
480,Lake County,15,Margaret Newton Elementary,Non-Students with Disabilities,1,*,*,0,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,All Students,6,*,*,6,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Black/Hispanic/Native American,6,*,*,6,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Economically Disadvantaged,2,*,*,2,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,English Learners,6,*,*,6,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Hispanic,6,*,*,6,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Non-Economically Disadvantaged,4,*,*,4,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Non-Students with Disabilities,5,*,*,5,*,*,*,*
490,Lauderdale County,20,Halls Elementary School,Students with Disabilities,1,*,*,1,*,*,*,*
490,Lauderdale County,23,Halls High School,All Students,3,*,*,3,*,*,*,*
490,Lauderdale County,23,Halls High School,Black/Hispanic/Native American,3,*,*,3,*,*,*,*
490,Lauderdale County,23,Halls High School,Economically Disadvantaged,2,*,*,2,*,*,*,*
490,Lauderdale County,23,Halls High School,English Learners,3,*,*,3,*,*,*,*
490,Lauderdale County,23,Halls High School,Hispanic,3,*,*,3,*,*,*,*
490,Lauderdale County,23,Halls High School,Non-Economically Disadvantaged,1,*,*,1,*,*,*,*
490,Lauderdale County,23,Halls High School,Non-Students with Disabilities,1,*,*,1,*,*,*,*
490,Lauderdale County,23,Halls High School,Students with Disabilities,2,*,*,2,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,All Students,3,*,*,3,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,Black/Hispanic/Native American,3,*,*,3,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,Economically Disadvantaged,2,*,*,2,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,English Learners,3,*,*,3,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,Hispanic,3,*,*,3,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,Non-Economically Disadvantaged,1,*,*,1,*,*,*,*
490,Lauderdale County,25,Ripley Middle School,Students with Disabilities,3,*,*,3,*,*,*,*
490,Lauderdale County,40,Ripley High School,All Students,4,*,*,4,*,*,*,*
490,Lauderdale County,40,Ripley High School,Black/Hispanic/Native American,4,*,*,4,*,*,*,*
490,Lauderdale County,40,Ripley High School,Economically Disadvantaged,1,*,*,1,*,*,*,*
490,Lauderdale County,40,Ripley High School,English Learners,4,*,*,4,*,*,*,*
490,Lauderdale County,40,Ripley High School,Hispanic,4,*,*,4,*,*,*,*
490,Lauderdale County,40,Ripley High School,Non-Economically Disadvantaged,3,*,*,3,*,*,*,*
490,Lauderdale County,40,Ripley High School,Non-Students with Disabilities,3,*,*,3,*,*,*,*
490,Lauderdale County,40,Ripley High School,Students with Disabilities,1,*,*,1,*,*,*,*
490,Lauderdale County,50,Ripley Primary,All Students,5,*,*,4,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Black/Hispanic/Native American,4,*,*,3,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Economically Disadvantaged,2,*,*,2,*,*,*,*
490,Lauderdale County,50,Ripley Primary,English Learners,5,*,*,4,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Hispanic,4,*,*,3,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Non-Economically Disadvantaged,3,*,*,2,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Non-Students with Disabilities,3,*,*,3,*,*,*,*
490,Lauderdale County,50,Ripley Primary,Students with Disabilities,2,*,*,1,*,*,*,*
490,Lauderdale County,50,Ripley Primary,White,1,*,*,1,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,All Students,5,*,*,3,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Black/Hispanic/Native American,5,*,*,3,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Economically Disadvantaged,4,*,*,3,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,English Learners,5,*,*,3,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Hispanic,5,*,*,3,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Non-Economically Disadvantaged,1,*,*,0,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Non-Students with Disabilities,2,*,*,1,*,*,*,*
490,Lauderdale County,55,Ripley Elementary,Students with Disabilities,3,*,*,2,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,All Students,3,*,*,1,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,Black/Hispanic/Native American,3,*,*,1,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,Economically Disadvantaged,1,*,*,1,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,English Learners,3,*,*,1,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,Hispanic,3,*,*,1,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,Non-Economically Disadvantaged,2,*,*,0,*,*,*,*
500,Lawrence County,13,E O Coffman Middle School,Non-Students with Disabilities,3,*,*,1,*,*,*,*
500,Lawrence County,30,Ingram Sowell Elementary,All Students,20,2,10,14,8,57.1,3.3,3.3
500,Lawrence County,30,Ingram Sowell Elementary,Asian,3,*,*,3,*,*,*,*
500,Lawrence County,30,Ingram Sowell Elementary,Black/Hispanic/Native American,16,2,12.5,11,8,72.7,3.4,3.3
500,Lawrence County,30,Ingram Sowell Elementary,Economically Disadvantaged,8,*,*,6,*,*,*,*
500,Lawrence County,30,Ingram Sowell Elementary,English Learners,20,2,10,14,8,57.1,3.3,3.3
500,Lawrence County,30,Ingram Sowell Elementary,Hispanic,16,2,12.5,11,8,72.7,3.4,3.3
500,Lawrence County,30,Ingram Sowell Elementary,Non-Economically Disadvantaged,12,1,8.3,8,*,*,3.3,3.3
500,Lawrence County,30,Ingram Sowell Elementary,Non-Students with Disabilities,20,2,10,14,8,57.1,3.3,3.3
500,Lawrence County,30,Ingram Sowell Elementary,White,1,*,*,0,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,All Students,7,*,*,6,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Asian,1,*,*,1,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Black/Hispanic/Native American,6,*,*,5,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Economically Disadvantaged,3,*,*,3,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,English Learners,7,*,*,6,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Hispanic,6,*,*,5,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Non-Economically Disadvantaged,4,*,*,3,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Non-Students with Disabilities,6,*,*,5,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Students with Disabilities,1,*,*,1,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,All Students,2,*,*,1,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,Black/Hispanic/Native American,1,*,*,0,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,English Learners,2,*,*,1,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,Hispanic,1,*,*,0,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,Non-Economically Disadvantaged,2,*,*,1,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,Non-Students with Disabilities,2,*,*,1,*,*,*,*
500,Lawrence County,60,South Lawrence Elementary,White,1,*,*,1,*,*,*,*
500,Lawrence County,65,Loretto High School,All Students,1,*,*,1,*,*,*,*
500,Lawrence County,65,Loretto High School,Economically Disadvantaged,1,*,*,1,*,*,*,*
500,Lawrence County,65,Loretto High School,English Learners,1,*,*,1,*,*,*,*
500,Lawrence County,65,Loretto High School,Non-Students with Disabilities,1,*,*,1,*,*,*,*
500,Lawrence County,65,Loretto High School,White,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,All Students,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,Black/Hispanic/Native American,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,Economically Disadvantaged,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,English Learners,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,Hispanic,1,*,*,1,*,*,*,*
510,Lewis County,3,Lewis County Middle School,Non-Students with Disabilities,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,All Students,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,Black/Hispanic/Native American,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,Economically Disadvantaged,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,English Learners,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,Hispanic,1,*,*,1,*,*,*,*
510,Lewis County,7,Lewis County Elementary,Non-Students with Disabilities,1,*,*,1,*,*,*,*
510,Lewis County,10,Lewis Co High School,All Students,4,*,*,4,*,*,*,*
510,Lewis County,10,Lewis Co High School,Asian,2,*,*,2,*,*,*,*
510,Lewis County,10,Lewis Co High School,Black/Hispanic/Native American,2,*,*,2,*,*,*,*
510,Lewis County,10,Lewis Co High School,English Learners,4,*,*,4,*,*,*,*
510,Lewis County,10,Lewis Co High School,Hispanic,2,*,*,2,*,*,*,*
510,Lewis County,10,Lewis Co High School,Non-Economically Disadvantaged,4,*,*,4,*,*,*,*
510,Lewis County,10,Lewis Co High School,Non-Students with Disabilities,4,*,*,4,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,All Students,3,*,*,2,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,Asian,1,*,*,0,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,Black/Hispanic/Native American,1,*,*,1,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,English Learners,3,*,*,2,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,Hispanic,1,*,*,1,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,Non-Economically Disadvantaged,3,*,*,2,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,Non-Students with Disabilities,3,*,*,2,*,*,*,*
510,Lewis County,20,Lewis County Intermediate School,White,1,*,*,1,*,*,*,*
520,Lincoln County,10,Blanche School,All Students,5,*,*,4,*,*,*,*
520,Lincoln County,10,Blanche School,Black/Hispanic/Native American,4,*,*,3,*,*,*,*
520,Lincoln County,10,Blanche School,Economically Disadvantaged,4,*,*,3,*,*,*,*
520,Lincoln County,10,Blanche School,English Learners,5,*,*,4,*,*,*,*
520,Lincoln County,10,Blanche School,Hispanic,4,*,*,3,*,*,*,*
520,Lincoln County,10,Blanche School,Non-Economically Disadvantaged,1,*,*,1,*,*,*,*
520,Lincoln County,10,Blanche School,Non-Students with Disabilities,4,*,*,3,*,*,*,*
520,Lincoln County,10,Blanche School,Students with Disabilities,1,*,*,1,*,*,*,*
520,Lincoln County,10,Blanche School,White,1,*,*,1,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,All Students,4,*,*,3,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,Black/Hispanic/Native American,4,*,*,3,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,Economically Disadvantaged,1,*,*,1,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,English Learners,4,*,*,3,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,Hispanic,4,*,*,3,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,Non-Economically Disadvantaged,3,*,*,2,*,*,*,*
520,Lincoln County,25,Lincoln County Ninth Grade Academy,Non-Students with Disabilities,4,*,*,3,*,*,*,*
520,Lincoln County,45,Flintville School,All Students,4,*,*,2,*,*,*,*
520,Lincoln County,45,Flintville School,Black/Hispanic/Native American,4,*,*,2,*,*,*,*
520,Lincoln County,45,Flintville School,Economically Disadvantaged,2,*,*,1,*,*,*,*
520,Lincoln County,45,Flintville School,English Learners,4,*,*,2,*,*,*,*
520,Lincoln County,45,Flintville School,Hispanic,4,*,*,2,*,*,*,*
520,Lincoln County,45,Flintville School,Non-Economically Disadvantaged,2,*,*,1,*,*,*,*
520,Lincoln County,45,Flintville School,Non-Students with Disabilities,4,*,*,2,*,*,*,*
520,Lincoln County,50,Highland Rim School,All Students,21,5,23.8,12,9,75,3.2,3.2
520,Lincoln County,50,Highland Rim School,Black/Hispanic/Native American,21,5,23.8,12,9,75,3.2,3.2
520,Lincoln County,50,Highland Rim School,Economically Disadvantaged,9,*,*,5,*,*,*,*
520,Lincoln County,50,Highland Rim School,English Learners,21,5,23.8,12,9,75,3.2,3.2
520,Lincoln County,50,Highland Rim School,Hispanic,21,5,23.8,12,9,75,3.2,3.2
520,Lincoln County,50,Highland Rim School,Non-Economically Disadvantaged,12,4,33.3,7,*,*,3.3,3.4
520,Lincoln County,50,Highland Rim School,Non-Students with Disabilities,20,5,25,11,8,72.7,3.2,3.2
520,Lincoln County,50,Highland Rim School,Students with Disabilities,1,*,*,1,*,*,*,*
520,Lincoln County,56,Lincoln County High School,All Students,7,*,*,7,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Black/Hispanic/Native American,7,*,*,7,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Economically Disadvantaged,1,*,*,1,*,*,*,*
520,Lincoln County,56,Lincoln County High School,English Learners,7,*,*,7,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Hispanic,7,*,*,7,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Non-Economically Disadvantaged,6,*,*,6,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Non-Students with Disabilities,7,*,*,7,*,*,*,*
520,Lincoln County,82,South Lincoln School,All Students,3,*,*,3,*,*,*,*
520,Lincoln County,82,South Lincoln School,Black/Hispanic/Native American,3,*,*,3,*,*,*,*
